,price
3850,735000.0
3851,475200.0
3852,780000.0
3853,595000.0
3854,645000.0
3855,575000.0
3856,542500.0
3857,545000.0
3858,730100.0
3859,788000.0
3860,240000.0
3861,379880.0
3862,695000.0
3863,243800.0
3864,575000.0
3865,451000.0
3866,965000.0
3867,492000.0
3868,580000.0
3869,2600000.0
3870,530000.0
3871,465000.0
3872,910000.0
3873,500000.0
3874,620000.0
3875,593000.0
3876,800000.0
3877,130000.0
3878,389000.0
3879,410000.0
3880,820000.0
3881,580000.0
3882,362500.0
3883,800000.0
3884,765000.0
3885,653675.0
3886,500000.0
3887,980000.0
3888,760000.0
3889,770000.0
3890,570000.0
3891,380000.0
3892,464950.0
3893,920000.0
3894,475000.0
3895,840000.0
3896,625000.0
3897,615000.0
3898,500000.0
3899,757500.0
3900,574950.0
3901,527500.0
3902,611000.0
3903,890900.0
3904,725000.0
3905,546000.0
3906,385000.0
3907,600000.0
3908,1520000.0
3909,490000.0
3910,377000.0
3911,495000.0
3912,427000.0
3913,683000.0
3914,330000.0
3915,598500.0
3916,440000.0
3917,585000.0
3918,470000.0
3919,808000.0
3920,900000.0
3921,1348000.0
3922,800000.0
3923,478000.0
3924,437500.0
3925,560000.0
3926,632000.0
3927,917000.0
3928,710000.0
3929,389999.0
3930,450000.0
3931,630000.0
3932,503000.0
3933,500000.0
3934,300000.0
3935,620000.0
3936,525000.0
3937,685000.0
3938,500000.0
3939,625000.0
3940,530000.0
3941,600000.0
3942,499900.0
3943,775000.0
3944,560000.0
3945,550000.0
3946,330000.0
3947,638150.0
3948,360000.0
3949,765000.0
3950,575000.0
3951,361000.0
3952,865000.0
3953,511100.0
3954,369300.0
3955,510000.0
3956,535000.0
3957,525000.0
3958,840000.0
3959,695000.0
3960,839000.0
3961,572000.0
3962,427500.0
3963,588000.0
3964,685000.0
3965,695000.0
3966,440000.0
3967,255500.0
3968,210000.0
3969,396450.0
3970,592500.0
3971,480000.0
3972,745000.0
3973,873000.0
3974,589000.0
3975,589900.0
3976,401000.0
3977,620000.0
3978,549000.0
3979,710000.0
3980,545000.0
3981,774888.0
3982,377500.0
3983,425000.0
3984,839704.0
3985,375000.0
3986,715000.0
3987,645000.0
3988,334950.0
3989,629800.0
3990,420000.0
3991,304500.0
3992,509900.0
3993,366000.0
3994,950000.0
3995,2700000.0
3996,293467.0
3997,550000.0
3998,665000.0
3999,909500.0
4000,288790.0
4001,615000.0
4002,325000.0
4003,650000.0
4004,600000.0
4005,555000.0
4006,555000.0
4007,325000.0
4008,571000.0
4009,1238000.0
4010,335000.0
4011,535000.0
4012,384500.0
4013,585000.0
4014,611000.0
4015,716500.0
4016,1385000.0
4017,890000.0
4018,461000.0
4019,599000.0
4020,820000.0
4021,391000.0
4022,1800000.0
4023,661000.0
4024,415000.0
4025,355000.0
4026,530000.0
4027,635000.0
4028,635000.0
4029,828950.0
4030,554000.0
4031,305000.0
4032,352499.0
4033,355000.0
4034,790000.0
4035,890000.0
4036,674950.0
4037,533500.0
4038,725000.0
4039,1258000.0
4040,325000.0
4041,399900.0
4042,450000.0
4043,782900.0
4044,415000.0
4045,338500.0
4046,379500.0
4047,302059.0
4048,556000.0
4049,520000.0
4050,315000.0
4051,613000.0
4052,346100.0
4053,450000.0
4054,654000.0
4055,775000.0
4056,272167.0
4057,308000.0
4058,646800.0
4059,530200.0
4060,635000.0
4061,288790.0
4062,567500.0
4063,331000.0
4064,627000.0
4065,329950.0
4066,680000.0
4067,825750.0
4068,830000.0
4069,288790.0
4070,749950.0
4071,669950.0
4072,850000.0
4073,484000.0
4074,735000.0
4075,2238890.0
4076,336750.0
4077,589999.0
4078,785000.0
4079,400000.0
4080,180000.0
4081,310000.0
4082,452000.0
4083,770000.0
4084,330000.0
4085,330000.0
4086,520000.0
4087,551000.0
4088,396000.0
4089,530000.0
4090,590000.0
4091,650000.0
4092,595000.0
4093,449950.0
4094,450000.0
4095,438000.0
4096,747500.0
4097,519900.0
4098,495000.0
4099,365000.0
4100,460000.0
4101,576000.0
4102,450000.0
4103,230000.0
4104,830000.0
4105,455000.0
4106,306000.0
4107,399000.0
4108,509950.0
4109,446500.0
4110,459000.0
4111,618000.0
4112,550000.0
4113,339950.0
4114,646000.0
4115,925000.0
4116,356500.0
4117,485000.0
4118,483000.0
4119,502000.0
4120,387500.0
4121,325000.0
4122,452250.0
4123,446000.0
4124,460000.0
4125,695000.0
4126,374950.0
4127,385000.0
4128,418800.0
4129,335000.0
4130,415000.0
4131,383000.0
4132,405000.0
4133,485000.0
4134,375000.0
4135,396000.0
4136,390000.0
4137,295000.0
4138,475000.0
4139,310000.0
4140,390000.0
4141,825000.0
4142,637000.0
4143,692500.0
4144,432000.0
4145,475000.0
4146,285000.0
4147,518000.0
4148,520000.0
4149,433000.0
4150,500000.0
4151,250000.0
4152,342400.0
4153,415000.0
4154,515000.0
4155,300000.0
4156,390000.0
4157,450000.0
4158,273000.0
4159,400000.0
4160,480000.0
4161,647500.0
4162,415000.0
4163,347000.0
4164,470101.0
4165,428040.0
4166,433000.0
4167,424500.0
4168,490000.0
4169,410000.0
4170,481000.0
4171,320000.0
4172,420000.0
4173,355000.0
4174,605000.0
4175,380000.0
4176,506000.0
4177,415000.0
4178,375000.0
4179,390000.0
4180,425000.0
4181,431000.0
4182,380000.0
4183,379900.0
4184,415000.0
4185,389000.0
4186,480000.0
4187,615000.0
4188,243000.0
4189,526750.0
4190,480000.0
4191,470500.0
4192,375000.0
4193,450000.0
4194,515000.0
4195,400000.0
4196,385000.0
4197,415000.0
4198,355000.0
4199,603500.0
4200,650000.0
4201,515000.0
4202,400000.0
4203,368000.0
4204,405000.0
4205,450000.0
4206,398000.0
4207,249000.0
4208,535000.0
4209,570000.0
4210,563000.0
4211,230000.0
4212,270000.0
4213,511000.0
4214,554990.0
4215,599950.0
4216,480000.0
4217,333500.0
4218,769000.0
4219,330000.0
4220,509000.0
4221,680000.0
4222,630000.0
4223,384950.0
4224,250000.0
4225,207000.0
4226,580000.0
4227,560000.0
4228,450000.0
4229,435000.0
4230,485000.0
4231,490000.0
4232,240000.0
4233,533000.0
4234,419000.0
4235,319900.0
4236,434000.0
4237,700000.0
4238,309500.0
4239,249000.0
4240,448500.0
4241,513000.0
4242,505000.0
4243,599000.0
4244,196000.0
4245,499000.0
4246,160000.0
4247,300000.0
4248,290000.0
4249,515000.0
4250,600000.0
4251,315000.0
4252,1127500.0
4253,427500.0
4254,409000.0
4255,364000.0
4256,402500.0
4257,600000.0
4258,374500.0
4259,439000.0
4260,275000.0
4261,450000.0
4262,385000.0
4263,400000.0
4264,375000.0
4265,280000.0
4266,476000.0
4267,415000.0
4268,510000.0
4269,500000.0
4270,735000.0
4271,272925.0
4272,520000.0
4273,400000.0
4274,350000.0
4275,609000.0
4276,470000.0
4277,590000.0
4278,396000.0
4279,625000.0
4280,375000.0
4281,479900.0
4282,400000.0
4283,425000.0
4284,610000.0
4285,420000.0
4286,335000.0
4287,1120000.0
4288,546200.0
4289,268300.0
4290,362000.0
4291,1600000.0
4292,630000.0
4293,374990.0
4294,367500.0
4295,535000.0
4296,449000.0
4297,383000.0
4298,387846.0
4299,580000.0
4300,322968.0
4301,335000.0
4302,446000.0
4303,406000.0
4304,385000.0
4305,400000.0
4306,350000.0
4307,440000.0
4308,239950.0
4309,565000.0
4310,440000.0
4311,375000.0
4312,345000.0
4313,385000.0
4314,259000.0
4315,420000.0
4316,409500.0
4317,515000.0
4318,595000.0
4319,559950.0
4320,330000.0
4321,445000.0
4322,351000.0
4323,425000.0
4324,430000.0
4325,512500.0
4326,370000.0
4327,545000.0
4328,480000.0
4329,590000.0
4330,379950.0
4331,495000.0
4332,493000.0
4333,650000.0
4334,600000.0
4335,450000.0
4336,400000.0
4337,740000.0
4338,550000.0
4339,520000.0
4340,535000.0
4341,502000.0
4342,594000.0
4343,570000.0
4344,365250.0
4345,425000.0
4346,550000.0
4347,255000.0
4348,585000.0
4349,557000.0
4350,619990.0
4351,564950.0
4352,530000.0
4353,550000.0
4354,525000.0
4355,515000.0
4356,390000.0
4357,659950.0
4358,525000.0
4359,494000.0
4360,415500.0
4361,382000.0
4362,535000.0
4363,453246.0
4364,520000.0
4365,435500.0
4366,533600.0
4367,485000.0
4368,500000.0
4369,310000.0
4370,535800.0
4371,457500.0
4372,524250.0
4373,484950.0
4374,660000.0
4375,975000.0
4376,510000.0
4377,925000.0
4378,530000.0
4379,643000.0
4380,672000.0
4381,505000.0
4382,757000.0
4383,765000.0
4384,810000.0
4385,729000.0
4386,574000.0
4387,477000.0
4388,467000.0
4389,690000.0
4390,590000.0
4391,612000.0
4392,604000.0
4393,705380.0
4394,580000.0
4395,540000.0
4396,753888.0
4397,650000.0
4398,545000.0
4399,715000.0
4400,455000.0
4401,690000.0
4402,561000.0
4403,689000.0
4404,716000.0
4405,520000.0
4406,445000.0
4407,626000.0
4408,970000.0
4409,595000.0
4410,432250.0
4411,634000.0
4412,532000.0
4413,856000.0
4414,619000.0
4415,480680.0
4416,619500.0
4417,670000.0
4418,534500.0
4419,560000.0
4420,540000.0
4421,530000.0
4422,425000.0
4423,372977.0
4424,357186.0
4425,825000.0
4426,620000.0
4427,690000.0
4428,970000.0
4429,479990.0
4430,490000.0
4431,310000.0
4432,515000.0
4433,478000.0
4434,439990.0
4435,535000.0
4436,723000.0
4437,386591.0
4438,710000.0
4439,445000.0
4440,638000.0
4441,660000.0
4442,560000.0
4443,602000.0
4444,735000.0
4445,539950.0
4446,536000.0
4447,648000.0
4448,357562.0
4449,513000.0
4450,376000.0
4451,705000.0
4452,575000.0
4453,600000.0
4454,742500.0
4455,769000.0
4456,639000.0
4457,675000.0
4458,846450.0
4459,533000.0
4460,529000.0
4461,449950.0
4462,653000.0
4463,565000.0
4464,601000.0
4465,495000.0
4466,567000.0
4467,717000.0
4468,517500.0
4469,477000.0
4470,305000.0
4471,1300000.0
4472,674725.0
4473,650000.0
4474,376000.0
4475,535000.0
4476,620000.0
4477,449950.0
4478,620000.0
4479,535500.0
4480,639000.0
4481,435000.0
4482,285000.0
4483,635000.0
4484,620000.0
4485,690000.0
4486,630000.0
4487,360000.0
4488,652500.0
4489,525000.0
4490,402000.0
4491,454280.0
4492,560000.0
4493,350000.0
4494,404763.0
4495,626100.0
4496,590000.0
4497,413565.0
4498,679000.0
4499,571500.0
4500,499000.0
4501,780000.0
4502,675000.0
4503,476100.0
4504,555000.0
4505,485000.0
4506,753000.0
4507,425000.0
4508,517500.0
4509,362000.0
4510,419990.0
4511,550000.0
4512,310000.0
4513,728725.0
4514,645500.0
4515,640000.0
4516,690000.0
4517,351358.0
4518,545000.0
4519,472217.0
4520,653000.0
4521,545000.0
4522,550000.0
4523,472500.0
4524,571000.0
4525,950000.0
4526,477500.0
4527,590000.0
4528,827500.0
4529,496700.0
4530,545800.0
4531,825000.0
4532,491234.0
4533,1450000.0
4534,450000.0
4535,615000.0
4536,550000.0
4537,2200000.0
4538,905000.0
4539,491500.0
4540,700000.0
4541,498688.0
4542,690000.0
4543,509950.0
4544,420000.0
4545,660000.0
4546,544000.0
4547,770000.0
4548,485000.0
4549,735000.0
4550,435000.0
4551,690000.0
4552,570000.0
4553,535000.0
4554,575000.0
4555,585000.0
4556,450000.0
4557,462608.0
4558,510000.0
4559,1822500.0
4560,765000.0
4561,785000.0
4562,310000.0
4563,675750.0
4564,700000.0
4565,464000.0
4566,599950.0
4567,550000.0
4568,695000.0
4569,625000.0
4570,599000.0
4571,459000.0
4572,599000.0
4573,517500.0
4574,685000.0
4575,750000.0
4576,450000.0
4577,998000.0
4578,550000.0
4579,495000.0
4580,760000.0
4581,505000.0
4582,770000.0
4583,564800.0
4584,1040000.0
4585,563750.0
4586,470000.0
4587,540000.0
4588,1150000.0
4589,585000.0
4590,450000.0
4591,524950.0
4592,645000.0
4593,575000.0
4594,561000.0
4595,468000.0
4596,590000.0
4597,420000.0
4598,1050000.0
4599,480000.0
4600,395000.0
4601,658100.0
4602,740000.0
4603,418000.0
4604,720000.0
4605,500000.0
4606,642000.0
4607,500000.0
4608,613500.0
4609,379770.0
4610,578550.0
4611,451000.0
4612,637500.0
4613,430000.0
4614,715000.0
4615,520000.0
4616,541000.0
4617,500000.0
4618,496600.0
4619,612500.0
4620,605000.0
4621,625000.0
4622,424000.0
4623,610000.0
4624,711000.0
4625,490000.0
4626,690000.0
4627,358500.0
4628,695000.0
4629,475000.0
4630,699950.0
4631,520000.0
4632,612000.0
4633,680000.0
4634,560000.0
4635,425000.0
4636,350000.0
4637,447000.0
4638,578000.0
4639,484998.0
4640,739000.0
4641,585000.0
4642,759990.0
4643,815000.0
4644,348000.0
4645,395825.0
4646,825000.0
4647,801000.0
4648,689500.0
4649,700000.0
4650,639888.0
4651,395000.0
4652,1051000.0
4653,1350000.0
4654,790000.0
4655,650000.0
4656,805000.0
4657,494815.0
4658,673000.0
4659,675000.0
4660,950000.0
4661,475000.0
4662,1060000.0
4663,405000.0
4664,680000.0
4665,795000.0
4666,775000.0
4667,1830000.0
4668,419190.0
4669,812000.0
4670,740000.0
4671,535000.0
4672,1139990.0
4673,449500.0
4674,663000.0
4675,1050000.0
4676,725000.0
4677,445000.0
4678,497000.0
4679,773000.0
4680,405000.0
4681,782000.0
4682,775000.0
4683,358000.0
4684,252700.0
4685,329000.0
4686,260000.0
4687,325000.0
4688,245000.0
4689,370000.0
4690,206600.0
4691,308000.0
4692,245000.0
4693,347500.0
4694,360000.0
4695,250000.0
4696,321500.0
4697,245000.0
4698,350900.0
4699,270000.0
4700,302495.0
4701,325000.0
4702,267500.0
4703,303700.0
4704,292000.0
4705,264950.0
4706,206135.0
4707,290000.0
4708,220000.0
4709,285000.0
4710,275000.0
4711,280000.0
4712,180500.0
4713,325000.0
4714,342000.0
4715,231500.0
4716,259000.0
4717,278000.0
4718,340000.0
4719,266000.0
4720,275000.0
4721,274900.0
4722,275436.0
4723,295000.0
4724,253000.0
4725,280000.0
4726,158000.0
4727,472500.0
4728,265000.0
4729,365070.0
4730,335000.0
4731,329500.0
4732,199500.0
4733,465000.0
4734,178000.0
4735,248000.0
4736,250000.0
4737,249950.0
4738,225000.0
4739,360000.0
4740,330000.0
4741,239900.0
4742,290000.0
4743,362300.0
4744,287000.0
4745,275000.0
4746,259000.0
4747,353000.0
4748,275000.0
4749,250000.0
4750,250000.0
4751,244000.0
4752,266000.0
4753,245000.0
4754,235000.0
4755,210000.0
4756,259950.0
4757,352000.0
4758,225000.0
4759,338500.0
4760,245000.0
4761,325000.0
4762,306000.0
4763,282510.0
4764,289950.0
4765,273000.0
4766,251100.0
4767,245000.0
4768,344950.0
4769,267500.0
4770,330000.0
4771,168000.0
4772,267000.0
4773,269950.0
4774,177000.0
4775,237000.0
4776,258000.0
4777,315000.0
4778,312500.0
4779,259900.0
4780,300000.0
4781,240000.0
4782,210000.0
4783,120000.0
4784,175000.0
4785,320000.0
4786,160000.0
4787,175000.0
4788,275000.0
4789,190000.0
4790,225800.0
4791,270000.0
4792,249000.0
4793,230000.0
4794,258000.0
4795,226800.0
4796,220000.0
4797,145000.0
4798,255000.0
4799,345000.0
4800,295000.0
4801,290000.0
4802,225000.0
4803,350000.0
4804,213400.0
4805,350000.0
4806,267500.0
4807,490000.0
4808,283200.0
4809,265000.0
4810,241000.0
4811,192500.0
4812,342000.0
4813,325000.0
4814,275000.0
4815,229900.0
4816,385000.0
4817,460000.0
4818,250000.0
4819,339950.0
4820,220000.0
4821,255000.0
4822,282000.0
4823,210000.0
4824,335000.0
4825,306000.0
4826,302500.0
4827,362000.0
4828,255000.0
4829,355000.0
4830,260000.0
4831,310000.0
4832,267000.0
4833,312000.0
4834,339900.0
4835,225205.0
4836,346000.0
4837,248000.0
4838,240000.0
4839,310000.0
4840,272000.0
4841,228000.0
4842,325000.0
4843,300000.0
4844,295000.0
4845,270000.0
4846,374950.0
4847,280000.0
4848,140000.0
4849,291000.0
4850,302000.0
4851,239900.0
4852,322000.0
4853,245000.0
4854,280000.0
4855,274000.0
4856,245000.0
4857,340000.0
4858,289000.0
4859,334000.0
4860,175000.0
4861,565000.0
4862,398000.0
4863,368000.0
4864,305000.0
4865,253750.0
4866,255000.0
4867,275000.0
4868,200500.0
4869,376950.0
4870,389950.0
4871,300000.0
4872,139000.0
4873,200000.0
4874,339000.0
4875,283000.0
4876,213500.0
4877,425000.0
4878,370000.0
4879,342000.0
4880,294999.0
4881,298950.0
4882,315000.0
4883,299000.0
4884,379000.0
4885,331000.0
4886,257000.0
4887,325000.0
4888,241500.0
4889,253000.0
4890,245000.0
4891,275000.0
4892,335000.0
4893,340000.0
4894,220000.0
4895,435000.0
4896,270000.0
4897,353000.0
4898,269000.0
4899,299000.0
4900,325000.0
4901,244950.0
4902,239000.0
4903,240000.0
4904,330000.0
4905,277500.0
4906,246000.0
4907,421500.0
4908,338900.0
4909,480000.0
4910,327555.0
4911,282000.0
4912,333500.0
4913,345000.0
4914,447055.0
4915,460940.0
4916,415000.0
4917,379950.0
4918,300000.0
4919,436472.0
4920,498445.0
4921,442515.0
4922,491000.0
4923,259950.0
4924,391500.0
4925,348000.0
4926,253101.0
4927,272000.0
4928,374000.0
4929,386000.0
4930,367000.0
4931,359950.0
4932,450000.0
4933,486940.0
4934,370000.0
4935,380000.0
4936,452000.0
4937,378950.0
4938,370000.0
4939,422000.0
4940,235000.0
4941,290000.0
4942,365000.0
4943,304900.0
4944,268000.0
4945,230000.0
4946,375000.0
4947,268500.0
4948,242000.0
4949,260000.0
4950,390000.0
4951,310950.0
4952,147500.0
4953,255000.0
4954,324000.0
4955,288400.0
4956,469500.0
4957,315000.0
4958,305000.0
4959,274700.0
4960,211000.0
4961,249000.0
4962,265900.0
4963,300000.0
4964,269000.0
4965,150000.0
4966,340000.0
4967,340000.0
4968,205000.0
4969,265000.0
4970,372400.0
4971,250000.0
4972,252000.0
4973,264900.0
4974,172040.0
4975,246500.0
4976,305000.0
4977,273500.0
4978,325000.0
4979,271000.0
4980,260000.0
4981,245000.0
4982,223000.0
4983,220000.0
4984,319990.0
4985,215000.0
4986,335000.0
4987,759600.0
4988,320000.0
4989,242150.0
4990,215000.0
4991,300000.0
4992,233500.0
4993,429000.0
4994,325000.0
4995,430000.0
4996,324950.0
4997,300000.0
4998,255000.0
4999,420000.0
5000,200500.0
5001,350000.0
5002,205000.0
5003,307000.0
5004,264000.0
5005,250000.0
5006,325000.0
5007,385000.0
5008,295000.0
5009,204995.0
5010,275000.0
5011,316500.0
5012,216600.0
5013,289950.0
5014,269500.0
5015,275000.0
5016,280000.0
5017,248000.0
5018,250000.0
5019,386000.0
5020,299950.0
5021,275000.0
5022,515000.0
5023,334950.0
5024,327500.0
5025,235000.0
5026,319990.0
5027,215000.0
5028,246000.0
5029,292000.0
5030,378800.0
5031,365000.0
5032,307550.0
5033,263000.0
5034,204000.0
5035,800000.0
5036,363500.0
5037,269000.0
5038,299000.0
5039,260000.0
5040,430000.0
5041,222000.0
5042,278800.0
5043,250000.0
5044,368500.0
5045,308000.0
5046,200000.0
5047,259950.0
5048,511000.0
5049,268000.0
5050,473000.0
5051,245000.0
5052,340000.0
5053,336500.0
5054,316000.0
5055,249000.0
5056,244900.0
5057,301000.0
5058,280000.0
5059,375000.0
5060,290000.0
5061,284000.0
5062,245000.0
5063,350000.0
5064,314000.0
5065,250000.0
5066,279950.0
5067,327500.0
5068,229950.0
5069,344900.0
5070,380000.0
5071,240000.0
5072,201000.0
5073,357000.0
5074,255000.0
5075,374950.0
5076,372000.0
5077,264500.0
5078,215000.0
5079,230000.0
5080,289659.0
5081,319000.0
5082,449950.0
5083,233703.0
5084,227950.0
5085,347500.0
5086,285000.0
5087,300000.0
5088,232000.0
5089,357000.0
5090,262500.0
5091,251750.0
5092,253000.0
5093,220000.0
5094,370000.0
5095,325000.0
5096,312000.0
5097,360000.0
5098,300000.0
5099,422500.0
5100,215000.0
5101,350000.0
5102,372000.0
5103,312000.0
5104,319000.0
5105,354000.0
5106,365000.0
5107,382500.0
5108,270000.0
5109,290000.0
5110,242025.0
5111,230000.0
5112,269900.0
5113,345500.0
5114,243000.0
5115,305000.0
5116,249000.0
5117,310000.0
5118,260000.0
5119,252000.0
5120,256900.0
5121,395000.0
5122,279000.0
5123,265000.0
5124,252000.0
5125,249900.0
5126,230000.0
5127,315000.0
5128,292000.0
5129,260000.0
5130,152000.0
5131,234000.0
5132,365000.0
5133,272000.0
5134,353500.0
5135,319000.0
5136,282000.0
5137,285000.0
5138,300000.0
5139,358800.0
5140,351000.0
5141,265000.0
5142,237000.0
5143,295000.0
5144,275000.0
5145,295000.0
5146,215000.0
5147,257000.0
5148,320900.0
5149,329950.0
5150,260000.0
5151,315000.0
5152,259500.0
5153,320000.0
5154,255000.0
5155,311500.0
5156,269900.0
5157,305500.0
5158,157500.0
5159,365000.0
5160,252500.0
5161,240000.0
5162,372000.0
5163,320000.0
5164,325000.0
5165,288000.0
5166,325000.0
5167,250000.0
5168,268500.0
5169,354000.0
5170,250000.0
5171,399950.0
5172,265000.0
5173,268000.0
5174,279000.0
5175,281700.0
5176,304500.0
5177,300000.0
5178,397500.0
5179,292500.0
5180,217500.0
5181,364900.0
5182,253000.0
5183,257500.0
5184,243000.0
5185,255950.0
5186,362950.0
5187,395000.0
5188,250000.0
5189,285000.0
5190,273148.0
5191,393000.0
5192,377000.0
5193,255000.0
5194,315000.0
5195,295000.0
5196,295000.0
5197,275000.0
5198,279000.0
5199,680000.0
5200,244000.0
5201,550000.0
5202,299000.0
5203,370000.0
5204,321000.0
5205,300000.0
5206,260000.0
5207,389950.0
5208,286800.0
5209,485230.0
5210,305000.0
5211,299000.0
5212,255000.0
5213,247500.0
5214,258000.0
5215,260000.0
5216,205000.0
5217,299000.0
5218,318888.0
5219,250000.0
5220,285000.0
5221,321000.0
5222,140000.0
5223,229900.0
5224,248000.0
5225,223000.0
5226,240000.0
5227,123300.0
5228,176500.0
5229,234000.0
5230,299000.0
5231,240000.0
5232,240000.0
5233,221700.0
5234,249000.0
5235,215000.0
5236,260000.0
5237,281000.0
5238,247000.0
5239,320000.0
5240,215000.0
5241,330000.0
5242,250000.0
5243,285900.0
5244,226450.0
5245,243400.0
5246,231000.0
5247,215000.0
5248,158550.0
5249,203000.0
5250,237000.0
5251,277000.0
5252,327500.0
5253,263000.0
5254,296500.0
5255,310000.0
5256,163000.0
5257,320000.0
5258,182000.0
5259,249000.0
5260,250000.0
5261,319000.0
5262,374900.0
5263,249000.0
5264,270500.0
5265,400000.0
5266,250000.0
5267,201500.0
5268,165000.0
5269,280927.0
5270,268000.0
5271,275000.0
5272,290000.0
5273,85000.0
5274,235000.0
5275,290000.0
5276,244615.0
5277,305000.0
5278,545000.0
5279,320000.0
5280,268500.0
5281,165000.0
5282,260000.0
5283,336950.0
5284,245700.0
5285,300000.0
5286,245000.0
5287,185000.0
5288,287000.0
5289,180000.0
5290,262500.0
5291,241000.0
5292,336000.0
5293,240000.0
5294,265000.0
5295,129000.0
5296,225000.0
5297,205000.0
5298,374000.0
5299,380000.0
5300,309000.0
5301,269950.0
5302,270000.0
5303,265000.0
5304,250000.0
5305,227000.0
5306,270000.0
5307,169000.0
5308,279950.0
5309,242000.0
5310,185000.0
5311,100000.0
5312,202000.0
5313,324900.0
5314,85000.0
5315,209950.0
5316,225000.0
5317,229950.0
5318,160000.0
5319,135000.0
5320,240000.0
5321,280000.0
5322,206000.0
5323,287500.0
5324,250200.0
5325,239000.0
5326,245000.0
5327,180000.0
5328,268000.0
5329,265000.0
5330,178500.0
5331,215000.0
5332,278000.0
5333,299500.0
5334,234000.0
5335,324950.0
5336,375000.0
5337,917500.0
5338,1095000.0
5339,1025000.0
5340,900000.0
5341,604950.0
5342,590000.0
5343,1197350.0
5344,1485000.0
5345,750000.0
5346,710000.0
5347,539900.0
5348,795000.0
5349,730000.0
5350,990000.0
5351,460500.0
5352,752500.0
5353,470000.0
5354,1050000.0
5355,1127000.0
5356,350000.0
5357,5110800.0
5358,949000.0
5359,130000.0
5360,748000.0
5361,567000.0
5362,461000.0
5363,606000.0
5364,685000.0
5365,706000.0
5366,470000.0
5367,907000.0
5368,577000.0
5369,860000.0
5370,776500.0
5371,374000.0
5372,2350000.0
5373,975000.0
5374,475000.0
5375,616300.0
5376,835000.0
5377,335000.0
5378,830000.0
5379,1480000.0
5380,405000.0
5381,760000.0
5382,535000.0
5383,426000.0
5384,429000.0
5385,450000.0
5386,968933.0
5387,435000.0
5388,355000.0
5389,409900.0
5390,980000.0
5391,900000.0
5392,687000.0
5393,461000.0
5394,675000.0
5395,649000.0
5396,678000.0
5397,1289000.0
5398,490000.0
5399,1125000.0
5400,555565.0
5401,625000.0
5402,476500.0
5403,465000.0
5404,478000.0
5405,488250.0
5406,360000.0
5407,898888.0
5408,1650000.0
5409,522000.0
5410,702000.0
5411,880000.0
5412,830000.0
5413,490000.0
5414,698000.0
5415,512500.0
5416,825000.0
5417,514000.0
5418,537000.0
5419,660000.0
5420,749000.0
5421,880000.0
5422,800000.0
5423,710000.0
5424,650000.0
5425,758000.0
5426,827500.0
5427,800866.0
5428,675000.0
5429,675000.0
5430,285000.0
5431,1150000.0
5432,528000.0
5433,611900.0
5434,655000.0
5435,675000.0
5436,658000.0
5437,495000.0
5438,1600000.0
5439,1740000.0
5440,890000.0
5441,845800.0
5442,725000.0
5443,657500.0
5444,569000.0
5445,575000.0
5446,1017000.0
5447,487000.0
5448,575000.0
5449,725000.0
5450,837500.0
5451,833000.0
5452,899000.0
5453,817250.0
5454,560000.0
5455,464625.0
5456,500000.0
5457,2385000.0
5458,495000.0
5459,450000.0
5460,560000.0
5461,1202500.0
5462,625000.0
5463,670000.0
5464,595000.0
5465,1339000.0
5466,610000.0
5467,536000.0
5468,1035000.0
5469,925000.0
5470,1100000.0
5471,815000.0
5472,490000.0
5473,2650000.0
5474,809000.0
5475,765000.0
5476,426000.0
5477,1060000.0
5478,810000.0
5479,763000.0
5480,1580000.0
5481,680000.0
5482,1400000.0
5483,1065000.0
5484,555500.0
5485,565000.0
5486,460000.0
5487,1485000.0
5488,860000.0
5489,410000.0
5490,785000.0
5491,725000.0
5492,762000.0
5493,815000.0
5494,660000.0
5495,1035000.0
5496,615000.0
5497,687500.0
5498,1290000.0
5499,860000.0
5500,606000.0
5501,450000.0
5502,902000.0
5503,450000.0
5504,627000.0
5505,490000.0
5506,619500.0
5507,419900.0
5508,350000.0
5509,587000.0
5510,570000.0
5511,403000.0
5512,460000.0
5513,510000.0
5514,1090000.0
5515,895000.0
5516,691000.0
5517,1010000.0
5518,698000.0
5519,950000.0
5520,522000.0
5521,392800.0
5522,1348000.0
5523,581000.0
5524,405000.0
5525,585000.0
5526,1500000.0
5527,529000.0
5528,650000.0
5529,582500.0
5530,625000.0
5531,525000.0
5532,390000.0
5533,399000.0
5534,1648000.0
5535,405000.0
5536,670000.0
5537,465000.0
5538,2700000.0
5539,597157.0
5540,562000.0
5541,463800.0
5542,1375000.0
5543,645000.0
5544,739000.0
5545,1065000.0
5546,630000.0
5547,595000.0
5548,757000.0
5549,825000.0
5550,357500.0
5551,857000.0
5552,470000.0
5553,775000.0
5554,1017000.0
5555,390000.0
5556,1065000.0
5557,589000.0
5558,510000.0
5559,1420000.0
5560,410000.0
5561,771000.0
5562,585000.0
5563,466800.0
5564,490000.0
5565,375000.0
5566,601500.0
5567,481015.0
5568,850000.0
5569,488500.0
5570,628000.0
5571,540000.0
5572,800000.0
5573,595000.0
5574,425000.0
5575,561500.0
5576,1149000.0
5577,145000.0
5578,718000.0
5579,472500.0
5580,770000.0
5581,525000.0
5582,550000.0
5583,1135000.0
5584,468000.0
5585,609950.0
5586,750000.0
5587,664000.0
5588,450000.0
5589,546000.0
5590,790000.0
